FPR, TPR
0.317, 0.933333333333
0.318, 0.933333333333
0.319, 0.933333333333
0.32, 0.933333333333
0.321, 0.933333333333
0.322, 0.933333333333
0.323, 0.933333333333
0.324, 0.933333333333
0.325, 0.933333333333
0.326, 0.933333333333
0.327, 0.933333333333
0.328, 0.933333333333
0.329, 0.933333333333
0.33, 0.933333333333
0.331, 0.933333333333
0.332, 0.933333333333
0.333, 0.933333333333
0.334, 0.933333333333
0.335, 0.933333333333
0.336, 0.933333333333
0.337, 0.933333333333
0.338, 0.933333333333
0.339, 0.933333333333
0.34, 0.933333333333
0.341, 0.933333333333
0.342, 0.933333333333
0.343, 0.933333333333
0.344, 0.933333333333
0.345, 0.933333333333
0.346, 0.933333333333
0.347, 0.933333333333
0.348, 0.933333333333
0.349, 0.933333333333
0.35, 0.933333333333
0.351, 0.933333333333
0.352, 0.933333333333
0.353, 0.933333333333
0.354, 0.933333333333
0.355, 0.933333333333
0.356, 0.933333333333
0.357, 0.933333333333
0.358, 0.933333333333
0.359, 0.933333333333
0.36, 0.933333333333
0.361, 0.933333333333
0.362, 0.933333333333
0.363, 0.933333333333
0.364, 0.933333333333
0.365, 0.933333333333
0.366, 0.933333333333
0.367, 0.933333333333
0.368, 0.933333333333
0.369, 0.933333333333
0.37, 0.933333333333
0.371, 0.933333333333
0.372, 0.933333333333
0.373, 0.933333333333
0.374, 0.933333333333
0.375, 0.933333333333
0.376, 0.933333333333
0.377, 0.933333333333
0.378, 0.933333333333
0.379, 0.933333333333
0.38, 0.933333333333
0.381, 0.933333333333
0.382, 0.933333333333
0.383, 0.933333333333
0.384, 0.933333333333
0.385, 0.933333333333
0.386, 0.933333333333
0.387, 0.933333333333
0.388, 0.933333333333
0.389, 0.933333333333
0.39, 0.933333333333
0.391, 0.933333333333
0.392, 0.933333333333
0.393, 0.933333333333
0.394, 0.933333333333
0.395, 0.933333333333
0.396, 0.933333333333
0.397, 0.933333333333
0.398, 0.933333333333
0.399, 0.933333333333
0.4, 0.933333333333
0.401, 0.933333333333
0.402, 0.933333333333
0.403, 0.933333333333
0.404, 0.933333333333
0.405, 0.933333333333
0.406, 0.933333333333
0.407, 0.933333333333
0.408, 0.933333333333
0.409, 0.933333333333
0.41, 0.933333333333
0.411, 0.933333333333
0.412, 0.933333333333
0.413, 0.933333333333
0.414, 0.933333333333
0.415, 0.933333333333
0.416, 0.933333333333
0.417, 0.933333333333
0.418, 0.933333333333
0.419, 0.933333333333
0.42, 0.933333333333
0.421, 0.933333333333
0.422, 0.933333333333
0.423, 0.933333333333
0.424, 0.933333333333
0.425, 0.933333333333
0.426, 0.933333333333
0.427, 0.933333333333
0.428, 0.933333333333
0.429, 0.933333333333
0.43, 0.933333333333
0.431, 0.933333333333
0.432, 0.933333333333
0.433, 0.933333333333
0.434, 0.933333333333
0.435, 0.933333333333
0.436, 0.933333333333
0.437, 0.933333333333
0.438, 0.933333333333
0.439, 0.933333333333
0.44, 0.933333333333
0.441, 0.933333333333
0.442, 0.933333333333
0.443, 0.933333333333
0.444, 0.933333333333
0.445, 0.933333333333
0.446, 0.933333333333
0.447, 0.933333333333
0.448, 0.933333333333
0.449, 0.933333333333
0.45, 0.933333333333
0.451, 0.933333333333
0.452, 0.933333333333
0.453, 0.933333333333
0.454, 0.933333333333
0.455, 0.933333333333
0.456, 0.933333333333
0.457, 0.933333333333
0.458, 0.933333333333
0.459, 0.933333333333
0.46, 0.933333333333
0.461, 0.933333333333
0.462, 0.933333333333
0.463, 0.933333333333
0.464, 0.933333333333
0.465, 0.933333333333
0.466, 0.933333333333
0.467, 0.933333333333
0.468, 0.933333333333
0.469, 0.933333333333
0.47, 0.933333333333
0.471, 0.933333333333
0.472, 0.933333333333
0.473, 0.933333333333
0.474, 0.933333333333
0.475, 0.933333333333
0.476, 0.933333333333
0.477, 0.933333333333
0.478, 0.933333333333
0.479, 0.933333333333
0.48, 0.933333333333
0.481, 0.933333333333
0.482, 0.933333333333
0.483, 0.933333333333
0.484, 0.933333333333
0.485, 0.933333333333
0.486, 0.933333333333
0.487, 0.933333333333
0.488, 0.933333333333
0.489, 0.933333333333
0.49, 0.933333333333
0.491, 0.933333333333
0.492, 0.933333333333
0.493, 0.933333333333
0.494, 0.933333333333
0.495, 0.933333333333
0.496, 0.933333333333
0.497, 0.933333333333
0.498, 0.933333333333
0.499, 0.933333333333
0.5, 0.933333333333
0.501, 0.933333333333
0.502, 0.933333333333
0.503, 0.933333333333
0.504, 0.933333333333
0.505, 0.933333333333
0.506, 0.933333333333
0.507, 0.933333333333
0.508, 0.933333333333
0.509, 0.933333333333
0.51, 0.933333333333
0.511, 0.933333333333
0.512, 0.933333333333
0.513, 0.933333333333
0.514, 0.933333333333
0.515, 0.933333333333
0.516, 0.933333333333
0.517, 0.933333333333
0.518, 0.933333333333
0.519, 0.933333333333
0.52, 0.933333333333
0.521, 0.933333333333
0.522, 0.933333333333
0.523, 0.933333333333
0.524, 0.933333333333
0.525, 0.933333333333
0.526, 0.933333333333
0.527, 0.933333333333
0.528, 0.933333333333
0.529, 0.933333333333
0.53, 0.933333333333
0.531, 0.933333333333
0.532, 0.933333333333
0.533, 0.933333333333
0.534, 0.933333333333
0.535, 0.933333333333
0.536, 0.933333333333
0.537, 0.933333333333
0.538, 0.933333333333
0.539, 0.933333333333
0.54, 0.933333333333
0.541, 0.933333333333
0.542, 0.933333333333
0.543, 0.933333333333
0.544, 0.933333333333
0.545, 0.933333333333
0.546, 0.933333333333
0.547, 0.933333333333
0.548, 0.933333333333
0.549, 0.933333333333
0.55, 0.933333333333
0.551, 0.933333333333
0.552, 0.933333333333
0.553, 0.933333333333
0.554, 0.933333333333
0.555, 0.933333333333
0.556, 0.933333333333
0.557, 0.933333333333
0.558, 0.933333333333
0.559, 0.933333333333
0.56, 0.933333333333
0.561, 0.933333333333
0.562, 0.933333333333
0.563, 0.933333333333
0.564, 0.933333333333
0.565, 0.933333333333
0.566, 0.933333333333
0.567, 0.933333333333
0.568, 0.933333333333
0.569, 0.933333333333
0.57, 0.933333333333
0.571, 0.933333333333
0.572, 0.933333333333
0.573, 0.933333333333
0.574, 0.933333333333
0.575, 0.933333333333
0.576, 0.933333333333
0.577, 0.933333333333
0.578, 0.933333333333
0.579, 0.933333333333
0.58, 0.933333333333
0.581, 0.933333333333
0.582, 0.933333333333
0.583, 0.933333333333
0.584, 0.933333333333
0.585, 0.933333333333
0.586, 0.933333333333
0.587, 0.933333333333
0.588, 0.933333333333
0.589, 0.933333333333
0.59, 0.933333333333
0.591, 0.933333333333
0.592, 0.933333333333
0.593, 0.933333333333
0.594, 0.933333333333
0.595, 0.933333333333
0.596, 0.933333333333
0.597, 0.933333333333
0.598, 0.933333333333
0.599, 0.933333333333
0.6, 0.933333333333
0.601, 0.933333333333
0.602, 0.933333333333
0.603, 0.933333333333
0.604, 0.933333333333
0.605, 0.933333333333
0.606, 0.933333333333
0.607, 0.933333333333
0.608, 0.933333333333
0.609, 0.933333333333
0.61, 0.933333333333
0.611, 0.933333333333
0.612, 0.933333333333
0.613, 0.933333333333
0.614, 0.933333333333
0.615, 0.933333333333
0.616, 0.933333333333
0.617, 0.933333333333
0.618, 0.933333333333
0.619, 0.933333333333
0.62, 0.933333333333
0.621, 0.933333333333
0.622, 0.933333333333
0.623, 0.933333333333
0.624, 0.933333333333
0.625, 0.933333333333
0.626, 0.933333333333
0.627, 0.933333333333
0.628, 0.933333333333
0.629, 0.933333333333
0.63, 0.933333333333
0.631, 0.933333333333
0.632, 0.933333333333
0.633, 0.933333333333
0.634, 0.933333333333
0.635, 0.933333333333
0.636, 0.933333333333
0.637, 0.933333333333
0.638, 0.933333333333
0.639, 0.933333333333
0.64, 0.933333333333
0.641, 0.933333333333
0.642, 0.933333333333
0.643, 0.933333333333
0.644, 0.933333333333
0.645, 0.933333333333
0.646, 0.933333333333
0.647, 0.933333333333
0.648, 0.933333333333
0.649, 0.933333333333
0.65, 0.933333333333
0.651, 0.933333333333
0.652, 0.933333333333
0.653, 0.933333333333
0.654, 0.933333333333
0.655, 0.933333333333
0.656, 0.933333333333
0.657, 0.933333333333
0.658, 0.933333333333
0.659, 0.933333333333
0.66, 0.933333333333
0.661, 0.933333333333
0.662, 0.933333333333
0.663, 0.933333333333
0.664, 0.933333333333
0.665, 0.933333333333
0.666, 0.933333333333
0.667, 0.933333333333
0.668, 0.933333333333
0.669, 0.933333333333
0.67, 0.933333333333
0.671, 0.933333333333
0.672, 0.933333333333
0.673, 0.933333333333
0.674, 0.933333333333
0.675, 0.933333333333
0.676, 0.933333333333
0.677, 0.933333333333
0.678, 0.933333333333
0.679, 0.933333333333
0.68, 0.933333333333
0.681, 0.933333333333
0.682, 0.933333333333
0.683, 0.933333333333
0.684, 0.933333333333
0.685, 0.933333333333
0.686, 0.933333333333
0.687, 0.933333333333
0.688, 0.933333333333
0.689, 0.933333333333
0.69, 0.933333333333
0.691, 0.933333333333
0.692, 0.933333333333
0.693, 0.933333333333
0.694, 0.933333333333
0.695, 0.933333333333
0.696, 0.933333333333
0.697, 0.933333333333
0.698, 0.933333333333
0.699, 0.933333333333
0.7, 0.933333333333
0.701, 0.933333333333
0.702, 0.933333333333
0.703, 0.933333333333
0.704, 0.933333333333
0.705, 0.933333333333
0.706, 0.933333333333
0.707, 0.933333333333
0.708, 0.933333333333
0.709, 0.933333333333
0.71, 0.933333333333
0.711, 0.933333333333
0.712, 0.933333333333
0.713, 0.933333333333
0.714, 0.933333333333
0.715, 0.933333333333
0.716, 0.933333333333
0.717, 0.933333333333
0.718, 0.933333333333
0.719, 0.933333333333
0.72, 0.933333333333
0.721, 0.933333333333
0.722, 0.933333333333
0.723, 0.933333333333
0.724, 0.933333333333
0.725, 0.933333333333
0.726, 0.933333333333
0.727, 0.933333333333
0.728, 0.933333333333
0.729, 0.933333333333
0.73, 0.933333333333
0.731, 0.933333333333
0.732, 0.933333333333
0.733, 0.933333333333
0.734, 0.933333333333
0.735, 0.933333333333
0.736, 0.933333333333
0.737, 0.933333333333
0.738, 0.933333333333
0.739, 0.933333333333
0.74, 0.933333333333
0.741, 0.933333333333
0.742, 0.933333333333
0.743, 0.933333333333
0.744, 0.933333333333
0.745, 0.933333333333
0.746, 0.933333333333
0.747, 0.933333333333
0.748, 0.933333333333
0.749, 0.933333333333
0.75, 0.933333333333
0.751, 0.933333333333
0.752, 0.933333333333
0.753, 0.933333333333
0.754, 0.933333333333
0.755, 0.933333333333
0.756, 0.933333333333
0.757, 0.933333333333
0.758, 0.933333333333
0.759, 0.933333333333
0.76, 0.933333333333
0.761, 0.933333333333
0.762, 0.933333333333
0.763, 0.933333333333
0.764, 0.933333333333
0.765, 0.933333333333
0.766, 0.933333333333
0.767, 0.933333333333
0.768, 0.933333333333
0.769, 0.933333333333
0.77, 0.933333333333
0.771, 0.933333333333
0.772, 0.933333333333
0.773, 0.933333333333
0.774, 0.933333333333
0.775, 0.933333333333
0.776, 0.933333333333
0.777, 0.933333333333
0.778, 0.933333333333
0.779, 0.933333333333
0.78, 0.933333333333
0.781, 0.933333333333
0.782, 0.933333333333
0.783, 0.933333333333
0.784, 0.933333333333
0.785, 0.933333333333
0.786, 0.933333333333
0.787, 0.933333333333
0.788, 0.933333333333
0.789, 0.933333333333
0.79, 0.933333333333
0.791, 0.933333333333
0.792, 0.933333333333
0.793, 0.933333333333
0.794, 0.933333333333
0.795, 0.933333333333
0.796, 0.933333333333
0.797, 0.933333333333
0.798, 0.933333333333
0.799, 0.933333333333
0.8, 0.933333333333
0.801, 0.933333333333
0.802, 0.933333333333
0.803, 0.933333333333
0.804, 0.933333333333
0.805, 0.933333333333
0.806, 0.933333333333
0.807, 0.933333333333
0.808, 0.933333333333
0.809, 0.933333333333
0.81, 0.933333333333
0.811, 0.933333333333
0.812, 0.933333333333
0.813, 0.933333333333
0.814, 0.933333333333
0.815, 0.933333333333
0.816, 0.933333333333
0.817, 0.933333333333
0.818, 0.933333333333
0.819, 0.933333333333
0.82, 0.933333333333
0.821, 0.933333333333
0.822, 0.933333333333
0.823, 0.933333333333
0.824, 0.933333333333
0.825, 0.933333333333
0.826, 0.933333333333
0.827, 0.933333333333
0.828, 0.933333333333
0.829, 0.933333333333
0.83, 0.933333333333
0.831, 0.933333333333
0.832, 0.933333333333
0.833, 0.933333333333
0.834, 0.933333333333
0.835, 0.933333333333
0.836, 0.933333333333
0.837, 0.933333333333
0.838, 0.933333333333
0.839, 0.933333333333
0.84, 0.933333333333
0.841, 0.933333333333
0.842, 0.933333333333
0.843, 0.933333333333
0.844, 0.933333333333
0.845, 0.933333333333
0.846, 0.933333333333
0.847, 0.933333333333
0.848, 0.933333333333
0.849, 0.933333333333
0.85, 0.933333333333
0.851, 0.933333333333
0.852, 0.933333333333
0.853, 0.933333333333
0.854, 0.933333333333
0.855, 0.933333333333
0.856, 0.933333333333
0.857, 0.933333333333
0.858, 0.933333333333
0.859, 0.933333333333
0.86, 0.933333333333
0.861, 0.933333333333
0.862, 0.933333333333
0.863, 0.933333333333
0.864, 0.933333333333
0.865, 0.933333333333
0.866, 0.933333333333
0.867, 0.933333333333
0.868, 0.933333333333
0.869, 0.933333333333
0.87, 0.933333333333
0.871, 0.933333333333
0.872, 0.933333333333
0.873, 0.933333333333
0.874, 0.933333333333
0.875, 0.933333333333
0.876, 0.933333333333
0.877, 0.933333333333
0.878, 0.933333333333
0.879, 0.933333333333
0.88, 0.933333333333
0.881, 0.933333333333
0.882, 0.933333333333
0.883, 0.933333333333
0.884, 0.933333333333
0.885, 0.933333333333
0.886, 0.933333333333
0.887, 0.933333333333
0.888, 0.933333333333
0.889, 0.933333333333
0.89, 0.933333333333
0.891, 0.933333333333
0.892, 0.933333333333
0.893, 0.933333333333
0.894, 0.933333333333
0.895, 0.933333333333
0.896, 0.933333333333
0.897, 0.933333333333
0.898, 0.933333333333
0.899, 0.933333333333
0.9, 0.933333333333
0.901, 0.933333333333
0.902, 0.933333333333
0.903, 0.933333333333
0.904, 0.933333333333
0.905, 0.933333333333
0.906, 0.933333333333
0.907, 0.933333333333
0.908, 0.933333333333
0.909, 0.933333333333
0.91, 0.933333333333
0.911, 0.933333333333
0.912, 0.933333333333
0.913, 0.933333333333
0.914, 0.933333333333
0.915, 0.933333333333
0.916, 0.933333333333
0.917, 0.933333333333
0.918, 0.933333333333
0.919, 0.933333333333
0.92, 0.933333333333
0.921, 0.933333333333
0.922, 0.933333333333
0.923, 0.933333333333
0.924, 0.933333333333
0.925, 0.933333333333
0.926, 0.933333333333
0.927, 0.933333333333
0.928, 0.933333333333
0.929, 0.933333333333
0.93, 0.933333333333
0.931, 0.933333333333
0.932, 0.933333333333
0.933, 0.933333333333
0.934, 0.933333333333
0.935, 0.933333333333
0.936, 0.933333333333
0.937, 0.933333333333
0.938, 0.933333333333
0.939, 0.933333333333
0.94, 0.933333333333
0.941, 0.933333333333
0.942, 0.933333333333
0.943, 0.933333333333
0.944, 0.933333333333
0.945, 0.933333333333
0.946, 0.933333333333
0.947, 0.933333333333
0.948, 0.933333333333
0.949, 0.933333333333
0.95, 0.933333333333
0.951, 0.933333333333
0.952, 0.933333333333
0.953, 0.933333333333
0.954, 0.933333333333
0.955, 0.933333333333
0.956, 0.933333333333
0.957, 0.933333333333
0.958, 0.933333333333
0.959, 0.933333333333
0.96, 0.933333333333
0.961, 0.933333333333
0.962, 0.933333333333
0.963, 0.933333333333
0.964, 0.933333333333
0.965, 0.933333333333
0.966, 0.933333333333
0.967, 0.933333333333
0.968, 0.933333333333
0.969, 0.933333333333
0.97, 0.933333333333
0.971, 0.933333333333
0.972, 0.933333333333
0.973, 0.933333333333
0.974, 0.933333333333
0.975, 0.933333333333
0.976, 0.933333333333
0.977, 0.933333333333
0.978, 0.933333333333
0.979, 0.933333333333
0.98, 0.933333333333
0.981, 0.933333333333
0.982, 0.933333333333
0.983, 0.933333333333
0.984, 0.933333333333
0.985, 0.933333333333
0.986, 0.933333333333
