FPR, TPR
0.0, 0.0161290322581
0.0, 0.0322580645161
0.0, 0.0483870967742
0.0, 0.0645161290323
0.0, 0.0806451612903
0.0, 0.0967741935484
0.0, 0.112903225806
0.0, 0.129032258065
0.0, 0.145161290323
0.001, 0.145161290323
0.001, 0.161290322581
0.001, 0.177419354839
0.001, 0.193548387097
0.001, 0.209677419355
0.001, 0.225806451613
0.002, 0.225806451613
0.002, 0.241935483871
0.002, 0.258064516129
0.003, 0.258064516129
0.004, 0.258064516129
0.004, 0.274193548387
0.004, 0.290322580645
0.004, 0.306451612903
0.005, 0.306451612903
0.005, 0.322580645161
0.005, 0.338709677419
0.005, 0.354838709677
0.005, 0.370967741935
0.005, 0.387096774194
0.005, 0.403225806452
0.005, 0.41935483871
0.006, 0.41935483871
0.006, 0.435483870968
0.006, 0.451612903226
0.007, 0.451612903226
0.007, 0.467741935484
0.008, 0.467741935484
0.008, 0.483870967742
0.009, 0.483870967742
0.01, 0.483870967742
0.01, 0.5
0.011, 0.5
0.012, 0.5
0.013, 0.5
0.014, 0.5
0.014, 0.516129032258
0.015, 0.516129032258
0.016, 0.516129032258
0.016, 0.532258064516
0.017, 0.532258064516
0.018, 0.532258064516
0.018, 0.548387096774
0.019, 0.548387096774
0.02, 0.548387096774
0.021, 0.548387096774
0.022, 0.548387096774
0.023, 0.548387096774
0.024, 0.548387096774
0.024, 0.564516129032
0.025, 0.564516129032
0.025, 0.58064516129
0.025, 0.596774193548
0.026, 0.596774193548
0.027, 0.596774193548
0.028, 0.596774193548
0.029, 0.596774193548
0.03, 0.596774193548
0.031, 0.596774193548
0.031, 0.612903225806
0.031, 0.629032258065
0.032, 0.629032258065
0.032, 0.645161290323
0.033, 0.645161290323
0.034, 0.645161290323
0.035, 0.645161290323
0.035, 0.661290322581
0.036, 0.661290322581
0.037, 0.661290322581
0.038, 0.661290322581
0.039, 0.661290322581
0.04, 0.661290322581
0.04, 0.677419354839
0.041, 0.677419354839
0.041, 0.693548387097
0.042, 0.693548387097
0.043, 0.693548387097
0.044, 0.693548387097
0.045, 0.693548387097
0.046, 0.693548387097
0.047, 0.693548387097
0.048, 0.693548387097
0.049, 0.693548387097
0.049, 0.709677419355
0.05, 0.709677419355
0.05, 0.725806451613
