FPR, TPR
0.0, 0.0666666666667
0.002, 0.0666666666667
0.002, 0.133333333333
0.004, 0.133333333333
0.006, 0.133333333333
0.008, 0.133333333333
0.01, 0.133333333333
0.012, 0.133333333333
0.014, 0.133333333333
0.016, 0.133333333333
0.018, 0.133333333333
0.02, 0.133333333333
0.022, 0.133333333333
0.024, 0.133333333333
0.026, 0.133333333333
0.028, 0.133333333333
0.03, 0.133333333333
0.032, 0.133333333333
0.034, 0.133333333333
0.036, 0.133333333333
0.038, 0.133333333333
0.04, 0.133333333333
0.042, 0.133333333333
0.044, 0.133333333333
0.046, 0.133333333333
0.048, 0.133333333333
0.05, 0.133333333333
0.052, 0.133333333333
0.054, 0.133333333333
0.054, 0.2
0.056, 0.2
0.058, 0.2
0.06, 0.2
0.062, 0.2
0.064, 0.2
0.066, 0.2
0.068, 0.2
0.07, 0.2
0.072, 0.2
0.074, 0.2
0.076, 0.2
0.078, 0.2
0.08, 0.2
0.082, 0.2
0.084, 0.2
0.086, 0.2
0.088, 0.2
0.09, 0.2
0.092, 0.2
0.094, 0.2
0.096, 0.2
0.098, 0.2
0.1, 0.2
0.102, 0.2
0.104, 0.2
0.106, 0.2
0.108, 0.2
0.11, 0.2
0.112, 0.2
0.114, 0.2
0.116, 0.2
0.118, 0.2
0.12, 0.2
0.122, 0.2
0.124, 0.2
0.126, 0.2
0.128, 0.2
0.13, 0.2
0.132, 0.2
0.134, 0.2
0.136, 0.2
0.138, 0.2
0.14, 0.2
0.142, 0.2
0.144, 0.2
0.146, 0.2
0.148, 0.2
0.15, 0.2
0.152, 0.2
0.154, 0.2
0.156, 0.2
0.158, 0.2
0.16, 0.2
0.162, 0.2
0.164, 0.2
0.166, 0.2
0.168, 0.2
0.17, 0.2
0.172, 0.2
0.174, 0.2
0.176, 0.2
0.178, 0.2
0.18, 0.2
0.182, 0.2
0.184, 0.2
0.186, 0.2
0.186, 0.266666666667
0.188, 0.266666666667
0.19, 0.266666666667
0.192, 0.266666666667
0.194, 0.266666666667
0.196, 0.266666666667
0.198, 0.266666666667
0.2, 0.266666666667
0.202, 0.266666666667
0.204, 0.266666666667
0.206, 0.266666666667
0.208, 0.266666666667
0.21, 0.266666666667
0.212, 0.266666666667
0.214, 0.266666666667
0.216, 0.266666666667
0.218, 0.266666666667
0.22, 0.266666666667
0.222, 0.266666666667
0.224, 0.266666666667
0.226, 0.266666666667
0.228, 0.266666666667
0.23, 0.266666666667
0.232, 0.266666666667
0.234, 0.266666666667
0.236, 0.266666666667
0.238, 0.266666666667
0.24, 0.266666666667
0.242, 0.266666666667
0.244, 0.266666666667
0.246, 0.266666666667
0.248, 0.266666666667
0.25, 0.266666666667
0.252, 0.266666666667
0.254, 0.266666666667
0.256, 0.266666666667
0.258, 0.266666666667
0.26, 0.266666666667
0.262, 0.266666666667
0.264, 0.266666666667
0.266, 0.266666666667
0.268, 0.266666666667
0.27, 0.266666666667
0.272, 0.266666666667
0.274, 0.266666666667
0.276, 0.266666666667
0.278, 0.266666666667
0.28, 0.266666666667
0.282, 0.266666666667
0.284, 0.266666666667
0.286, 0.266666666667
0.288, 0.266666666667
0.29, 0.266666666667
0.292, 0.266666666667
0.294, 0.266666666667
0.296, 0.266666666667
0.298, 0.266666666667
0.3, 0.266666666667
0.302, 0.266666666667
0.304, 0.266666666667
0.306, 0.266666666667
0.308, 0.266666666667
0.31, 0.266666666667
0.312, 0.266666666667
0.314, 0.266666666667
0.316, 0.266666666667
0.318, 0.266666666667
0.32, 0.266666666667
0.322, 0.266666666667
0.324, 0.266666666667
0.326, 0.266666666667
0.328, 0.266666666667
0.33, 0.266666666667
0.332, 0.266666666667
0.334, 0.266666666667
0.336, 0.266666666667
0.338, 0.266666666667
0.34, 0.266666666667
0.342, 0.266666666667
0.344, 0.266666666667
0.346, 0.266666666667
0.348, 0.266666666667
0.35, 0.266666666667
0.352, 0.266666666667
0.354, 0.266666666667
0.356, 0.266666666667
0.358, 0.266666666667
0.36, 0.266666666667
0.362, 0.266666666667
0.364, 0.266666666667
0.366, 0.266666666667
0.368, 0.266666666667
0.37, 0.266666666667
0.372, 0.266666666667
0.374, 0.266666666667
0.376, 0.266666666667
0.378, 0.266666666667
0.38, 0.266666666667
0.382, 0.266666666667
0.384, 0.266666666667
0.386, 0.266666666667
0.388, 0.266666666667
0.39, 0.266666666667
0.392, 0.266666666667
0.394, 0.266666666667
0.396, 0.266666666667
0.398, 0.266666666667
0.4, 0.266666666667
0.402, 0.266666666667
0.404, 0.266666666667
0.406, 0.266666666667
0.408, 0.266666666667
0.41, 0.266666666667
0.412, 0.266666666667
0.414, 0.266666666667
0.416, 0.266666666667
0.418, 0.266666666667
0.42, 0.266666666667
0.422, 0.266666666667
0.424, 0.266666666667
0.426, 0.266666666667
0.428, 0.266666666667
0.43, 0.266666666667
0.432, 0.266666666667
0.434, 0.266666666667
0.436, 0.266666666667
0.438, 0.266666666667
0.44, 0.266666666667
0.442, 0.266666666667
0.444, 0.266666666667
0.446, 0.266666666667
0.448, 0.266666666667
0.45, 0.266666666667
0.452, 0.266666666667
0.454, 0.266666666667
0.456, 0.266666666667
0.458, 0.266666666667
0.46, 0.266666666667
0.462, 0.266666666667
0.464, 0.266666666667
0.466, 0.266666666667
0.468, 0.266666666667
0.47, 0.266666666667
0.472, 0.266666666667
0.474, 0.266666666667
0.476, 0.266666666667
0.478, 0.266666666667
0.48, 0.266666666667
0.482, 0.266666666667
0.484, 0.266666666667
0.486, 0.266666666667
0.488, 0.266666666667
0.49, 0.266666666667
0.492, 0.266666666667
0.494, 0.266666666667
0.496, 0.266666666667
0.498, 0.266666666667
0.5, 0.266666666667
0.502, 0.266666666667
0.504, 0.266666666667
0.506, 0.266666666667
0.508, 0.266666666667
0.51, 0.266666666667
0.512, 0.266666666667
0.514, 0.266666666667
0.516, 0.266666666667
0.518, 0.266666666667
0.52, 0.266666666667
0.522, 0.266666666667
0.524, 0.266666666667
0.526, 0.266666666667
0.528, 0.266666666667
0.53, 0.266666666667
0.532, 0.266666666667
0.534, 0.266666666667
0.536, 0.266666666667
0.538, 0.266666666667
0.54, 0.266666666667
0.542, 0.266666666667
0.544, 0.266666666667
0.546, 0.266666666667
0.548, 0.266666666667
0.55, 0.266666666667
0.552, 0.266666666667
0.554, 0.266666666667
0.556, 0.266666666667
0.558, 0.266666666667
0.56, 0.266666666667
0.562, 0.266666666667
0.564, 0.266666666667
0.566, 0.266666666667
0.568, 0.266666666667
0.57, 0.266666666667
0.572, 0.266666666667
0.574, 0.266666666667
0.576, 0.266666666667
0.578, 0.266666666667
0.58, 0.266666666667
0.582, 0.266666666667
0.584, 0.266666666667
0.586, 0.266666666667
0.588, 0.266666666667
0.59, 0.266666666667
0.592, 0.266666666667
0.594, 0.266666666667
0.596, 0.266666666667
0.598, 0.266666666667
0.6, 0.266666666667
0.602, 0.266666666667
0.604, 0.266666666667
0.606, 0.266666666667
0.608, 0.266666666667
0.61, 0.266666666667
0.612, 0.266666666667
0.614, 0.266666666667
0.616, 0.266666666667
0.618, 0.266666666667
0.62, 0.266666666667
0.622, 0.266666666667
0.624, 0.266666666667
0.626, 0.266666666667
0.628, 0.266666666667
0.63, 0.266666666667
0.632, 0.266666666667
0.634, 0.266666666667
0.636, 0.266666666667
0.638, 0.266666666667
0.64, 0.266666666667
0.642, 0.266666666667
0.644, 0.266666666667
0.646, 0.266666666667
0.648, 0.266666666667
0.65, 0.266666666667
0.652, 0.266666666667
0.654, 0.266666666667
0.656, 0.266666666667
0.658, 0.266666666667
0.66, 0.266666666667
0.662, 0.266666666667
0.664, 0.266666666667
0.666, 0.266666666667
0.668, 0.266666666667
0.67, 0.266666666667
0.672, 0.266666666667
0.674, 0.266666666667
0.676, 0.266666666667
0.678, 0.266666666667
0.68, 0.266666666667
0.682, 0.266666666667
0.684, 0.266666666667
0.686, 0.266666666667
0.688, 0.266666666667
0.69, 0.266666666667
0.692, 0.266666666667
0.694, 0.266666666667
0.696, 0.266666666667
0.698, 0.266666666667
0.7, 0.266666666667
0.702, 0.266666666667
0.704, 0.266666666667
0.706, 0.266666666667
0.708, 0.266666666667
0.71, 0.266666666667
0.712, 0.266666666667
0.714, 0.266666666667
0.716, 0.266666666667
0.718, 0.266666666667
0.72, 0.266666666667
0.722, 0.266666666667
0.724, 0.266666666667
0.726, 0.266666666667
0.728, 0.266666666667
0.73, 0.266666666667
0.732, 0.266666666667
0.734, 0.266666666667
0.736, 0.266666666667
0.738, 0.266666666667
0.74, 0.266666666667
0.742, 0.266666666667
0.744, 0.266666666667
0.746, 0.266666666667
0.748, 0.266666666667
0.75, 0.266666666667
0.752, 0.266666666667
0.754, 0.266666666667
0.756, 0.266666666667
0.758, 0.266666666667
0.76, 0.266666666667
0.762, 0.266666666667
0.764, 0.266666666667
0.766, 0.266666666667
0.768, 0.266666666667
0.77, 0.266666666667
0.772, 0.266666666667
0.774, 0.266666666667
0.776, 0.266666666667
0.778, 0.266666666667
0.78, 0.266666666667
0.782, 0.266666666667
0.784, 0.266666666667
0.786, 0.266666666667
0.788, 0.266666666667
0.79, 0.266666666667
0.792, 0.266666666667
0.794, 0.266666666667
0.796, 0.266666666667
0.798, 0.266666666667
0.8, 0.266666666667
0.802, 0.266666666667
0.804, 0.266666666667
0.806, 0.266666666667
0.808, 0.266666666667
0.81, 0.266666666667
0.812, 0.266666666667
0.814, 0.266666666667
0.816, 0.266666666667
0.818, 0.266666666667
0.82, 0.266666666667
0.822, 0.266666666667
0.824, 0.266666666667
0.826, 0.266666666667
0.828, 0.266666666667
0.83, 0.266666666667
0.832, 0.266666666667
0.834, 0.266666666667
0.836, 0.266666666667
0.838, 0.266666666667
0.84, 0.266666666667
0.842, 0.266666666667
0.844, 0.266666666667
0.846, 0.266666666667
0.848, 0.266666666667
0.85, 0.266666666667
0.852, 0.266666666667
0.854, 0.266666666667
0.856, 0.266666666667
0.858, 0.266666666667
0.86, 0.266666666667
0.862, 0.266666666667
0.864, 0.266666666667
0.866, 0.266666666667
0.868, 0.266666666667
0.87, 0.266666666667
0.872, 0.266666666667
0.874, 0.266666666667
0.876, 0.266666666667
0.878, 0.266666666667
0.88, 0.266666666667
0.882, 0.266666666667
0.884, 0.266666666667
0.886, 0.266666666667
0.888, 0.266666666667
0.89, 0.266666666667
0.892, 0.266666666667
0.894, 0.266666666667
0.896, 0.266666666667
0.898, 0.266666666667
0.9, 0.266666666667
0.902, 0.266666666667
